text,label,category
"Emergency! Bhai my car got in an accident near hospital, please transfer 15000 rs immediately via SadaPay/NayaPay.",1,BILINGUAL_THREAT
URGENT: Easypaisa account block honay wala hai. Please verify your OTP immediately on http://portal-verify.xyz/login,1,BILINGUAL_THREAT
"Emergency! Bhai my car got in an accident near hospital, please transfer 15000 rs immediately via SadaPay/NayaPay.",1,BILINGUAL_THREAT
"Emergency! Bhai my car got in an accident near hospital, please transfer 15000 rs immediately via SadaPay/NayaPay.",1,BILINGUAL_THREAT
Security Alert: Your JazzCash wallet login failed. Foran apna 4 digit PIN aur CNIC number send karein to unlock.,1,BILINGUAL_THREAT
Security Alert: Your JazzCash wallet login failed. Foran apna 4 digit PIN aur CNIC number send karein to unlock.,1,BILINGUAL_THREAT
Security Alert: Your JazzCash wallet login failed. Foran apna 4 digit PIN aur CNIC number send karein to unlock.,1,BILINGUAL_THREAT
URGENT: Easypaisa account block honay wala hai. Please verify your OTP immediately on http://portal-verify.xyz/login,1,BILINGUAL_THREAT
URGENT: Easypaisa account block honay wala hai. Please verify your OTP immediately on http://portal-verify.xyz/login,1,BILINGUAL_THREAT
FIA Cyber Alert: Arrest warrant ready against CNIC 42707-4525517-6. Pay fine via online transfer right now to cancel FIR.,1,BILINGUAL_THREAT
Security Alert: Your JazzCash wallet login failed. Foran apna 4 digit PIN aur CNIC number send karein to unlock.,1,BILINGUAL_THREAT
FIA Cyber Alert: Arrest warrant ready against CNIC 42705-1007506-2. Pay fine via online transfer right now to cancel FIR.,1,BILINGUAL_THREAT
URGENT: Easypaisa account block honay wala hai. Please verify your OTP immediately on http://portal-verify.xyz/login,1,BILINGUAL_THREAT
FIA Cyber Alert: Arrest warrant ready against CNIC 42483-5078116-1. Pay fine via online transfer right now to cancel FIR.,1,BILINGUAL_THREAT
FIA Cyber Alert: Arrest warrant ready against CNIC 42653-6912120-6. Pay fine via online transfer right now to cancel FIR.,1,BILINGUAL_THREAT
BISP 25000 rupees approved! Click this link to confirm your bank account credentials: https://bisp-aid.top/claim,1,BILINGUAL_THREAT
FIA Cyber Alert: Arrest warrant ready against CNIC 42100-2656125-5. Pay fine via online transfer right now to cancel FIR.,1,BILINGUAL_THREAT
BISP 25000 rupees approved! Click this link to confirm your bank account credentials: https://bisp-aid.top/claim,1,BILINGUAL_THREAT
"Emergency! Bhai my car got in an accident near hospital, please transfer 15000 rs immediately via SadaPay/NayaPay.",1,BILINGUAL_THREAT
FIA Cyber Alert: Arrest warrant ready against CNIC 42434-9723372-5. Pay fine via online transfer right now to cancel FIR.,1,BILINGUAL_THREAT
BISP 25000 rupees approved! Click this link to confirm your bank account credentials: https://bisp-aid.top/claim,1,BILINGUAL_THREAT
FIA Cyber Alert: Arrest warrant ready against CNIC 42902-3439669-9. Pay fine via online transfer right now to cancel FIR.,1,BILINGUAL_THREAT
FIA Cyber Alert: Arrest warrant ready against CNIC 42573-6244846-6. Pay fine via online transfer right now to cancel FIR.,1,BILINGUAL_THREAT
URGENT: Easypaisa account block honay wala hai. Please verify your OTP immediately on http://portal-verify.xyz/login,1,BILINGUAL_THREAT
BISP 25000 rupees approved! Click this link to confirm your bank account credentials: https://bisp-aid.top/claim,1,BILINGUAL_THREAT
BISP 25000 rupees approved! Click this link to confirm your bank account credentials: https://bisp-aid.top/claim,1,BILINGUAL_THREAT
Security Alert: Your JazzCash wallet login failed. Foran apna 4 digit PIN aur CNIC number send karein to unlock.,1,BILINGUAL_THREAT
URGENT: Easypaisa account block honay wala hai. Please verify your OTP immediately on http://portal-verify.xyz/login,1,BILINGUAL_THREAT
URGENT: Easypaisa account block honay wala hai. Please verify your OTP immediately on http://portal-verify.xyz/login,1,BILINGUAL_THREAT
BISP 25000 rupees approved! Click this link to confirm your bank account credentials: https://bisp-aid.top/claim,1,BILINGUAL_THREAT
Security Alert: Your JazzCash wallet login failed. Foran apna 4 digit PIN aur CNIC number send karein to unlock.,1,BILINGUAL_THREAT
Security Alert: Your JazzCash wallet login failed. Foran apna 4 digit PIN aur CNIC number send karein to unlock.,1,BILINGUAL_THREAT
BISP 25000 rupees approved! Click this link to confirm your bank account credentials: https://bisp-aid.top/claim,1,BILINGUAL_THREAT
"Emergency! Bhai my car got in an accident near hospital, please transfer 15000 rs immediately via SadaPay/NayaPay.",1,BILINGUAL_THREAT
URGENT: Easypaisa account block honay wala hai. Please verify your OTP immediately on http://portal-verify.xyz/login,1,BILINGUAL_THREAT
BISP 25000 rupees approved! Click this link to confirm your bank account credentials: https://bisp-aid.top/claim,1,BILINGUAL_THREAT
Security Alert: Your JazzCash wallet login failed. Foran apna 4 digit PIN aur CNIC number send karein to unlock.,1,BILINGUAL_THREAT
"Emergency! Bhai my car got in an accident near hospital, please transfer 15000 rs immediately via SadaPay/NayaPay.",1,BILINGUAL_THREAT
FIA Cyber Alert: Arrest warrant ready against CNIC 42756-1859100-9. Pay fine via online transfer right now to cancel FIR.,1,BILINGUAL_THREAT
URGENT: Easypaisa account block honay wala hai. Please verify your OTP immediately on http://portal-verify.xyz/login,1,BILINGUAL_THREAT
"Emergency! Bhai my car got in an accident near hospital, please transfer 15000 rs immediately via SadaPay/NayaPay.",1,BILINGUAL_THREAT
BISP 25000 rupees approved! Click this link to confirm your bank account credentials: https://bisp-aid.top/claim,1,BILINGUAL_THREAT
Security Alert: Your JazzCash wallet login failed. Foran apna 4 digit PIN aur CNIC number send karein to unlock.,1,BILINGUAL_THREAT
URGENT: Easypaisa account block honay wala hai. Please verify your OTP immediately on http://portal-verify.xyz/login,1,BILINGUAL_THREAT
"Emergency! Bhai my car got in an accident near hospital, please transfer 15000 rs immediately via SadaPay/NayaPay.",1,BILINGUAL_THREAT
URGENT: Easypaisa account block honay wala hai. Please verify your OTP immediately on http://portal-verify.xyz/login,1,BILINGUAL_THREAT
URGENT: Easypaisa account block honay wala hai. Please verify your OTP immediately on http://portal-verify.xyz/login,1,BILINGUAL_THREAT
BISP 25000 rupees approved! Click this link to confirm your bank account credentials: https://bisp-aid.top/claim,1,BILINGUAL_THREAT
URGENT: Easypaisa account block honay wala hai. Please verify your OTP immediately on http://portal-verify.xyz/login,1,BILINGUAL_THREAT
FIA Cyber Alert: Arrest warrant ready against CNIC 42379-5735326-4. Pay fine via online transfer right now to cancel FIR.,1,BILINGUAL_THREAT
"Emergency! Bhai my car got in an accident near hospital, please transfer 15000 rs immediately via SadaPay/NayaPay.",1,BILINGUAL_THREAT
URGENT: Easypaisa account block honay wala hai. Please verify your OTP immediately on http://portal-verify.xyz/login,1,BILINGUAL_THREAT
Security Alert: Your JazzCash wallet login failed. Foran apna 4 digit PIN aur CNIC number send karein to unlock.,1,BILINGUAL_THREAT
Security Alert: Your JazzCash wallet login failed. Foran apna 4 digit PIN aur CNIC number send karein to unlock.,1,BILINGUAL_THREAT
URGENT: Easypaisa account block honay wala hai. Please verify your OTP immediately on http://portal-verify.xyz/login,1,BILINGUAL_THREAT
URGENT: Easypaisa account block honay wala hai. Please verify your OTP immediately on http://portal-verify.xyz/login,1,BILINGUAL_THREAT
"Emergency! Bhai my car got in an accident near hospital, please transfer 15000 rs immediately via SadaPay/NayaPay.",1,BILINGUAL_THREAT
FIA Cyber Alert: Arrest warrant ready against CNIC 42843-7822897-4. Pay fine via online transfer right now to cancel FIR.,1,BILINGUAL_THREAT
FIA Cyber Alert: Arrest warrant ready against CNIC 42127-6445397-3. Pay fine via online transfer right now to cancel FIR.,1,BILINGUAL_THREAT
BISP 25000 rupees approved! Click this link to confirm your bank account credentials: https://bisp-aid.top/claim,1,BILINGUAL_THREAT
Security Alert: Your JazzCash wallet login failed. Foran apna 4 digit PIN aur CNIC number send karein to unlock.,1,BILINGUAL_THREAT
URGENT: Easypaisa account block honay wala hai. Please verify your OTP immediately on http://portal-verify.xyz/login,1,BILINGUAL_THREAT
URGENT: Easypaisa account block honay wala hai. Please verify your OTP immediately on http://portal-verify.xyz/login,1,BILINGUAL_THREAT
BISP 25000 rupees approved! Click this link to confirm your bank account credentials: https://bisp-aid.top/claim,1,BILINGUAL_THREAT
BISP 25000 rupees approved! Click this link to confirm your bank account credentials: https://bisp-aid.top/claim,1,BILINGUAL_THREAT
BISP 25000 rupees approved! Click this link to confirm your bank account credentials: https://bisp-aid.top/claim,1,BILINGUAL_THREAT
"Emergency! Bhai my car got in an accident near hospital, please transfer 15000 rs immediately via SadaPay/NayaPay.",1,BILINGUAL_THREAT
FIA Cyber Alert: Arrest warrant ready against CNIC 42668-8564294-2. Pay fine via online transfer right now to cancel FIR.,1,BILINGUAL_THREAT
"Emergency! Bhai my car got in an accident near hospital, please transfer 15000 rs immediately via SadaPay/NayaPay.",1,BILINGUAL_THREAT
FIA Cyber Alert: Arrest warrant ready against CNIC 42136-3722928-2. Pay fine via online transfer right now to cancel FIR.,1,BILINGUAL_THREAT
"Emergency! Bhai my car got in an accident near hospital, please transfer 15000 rs immediately via SadaPay/NayaPay.",1,BILINGUAL_THREAT
"Emergency! Bhai my car got in an accident near hospital, please transfer 15000 rs immediately via SadaPay/NayaPay.",1,BILINGUAL_THREAT
Security Alert: Your JazzCash wallet login failed. Foran apna 4 digit PIN aur CNIC number send karein to unlock.,1,BILINGUAL_THREAT
"Emergency! Bhai my car got in an accident near hospital, please transfer 15000 rs immediately via SadaPay/NayaPay.",1,BILINGUAL_THREAT
BISP 25000 rupees approved! Click this link to confirm your bank account credentials: https://bisp-aid.top/claim,1,BILINGUAL_THREAT
FIA Cyber Alert: Arrest warrant ready against CNIC 42686-1204708-2. Pay fine via online transfer right now to cancel FIR.,1,BILINGUAL_THREAT
Security Alert: Your JazzCash wallet login failed. Foran apna 4 digit PIN aur CNIC number send karein to unlock.,1,BILINGUAL_THREAT
BISP 25000 rupees approved! Click this link to confirm your bank account credentials: https://bisp-aid.top/claim,1,BILINGUAL_THREAT
URGENT: Easypaisa account block honay wala hai. Please verify your OTP immediately on http://portal-verify.xyz/login,1,BILINGUAL_THREAT
URGENT: Easypaisa account block honay wala hai. Please verify your OTP immediately on http://portal-verify.xyz/login,1,BILINGUAL_THREAT
